,Find,Gender,Age,Name,MissingDay,Location,Description,IMG
2509,동경견 , 수컷 , 1살미만 , 이름(동경이),2019-04-18,충청남도 금산군 제원면 명암리 울바위길 인근(금호타이어공장인근마을),"동경이는 경주개로 꼬리가 말리지않고 짧게 선게 특징입니다.3개월된 숫강아지이며 귀가 반이상은 서있고 입이 큰편이라 웃는상입니다.9kg정도구요,,성격이 밝고 이빨이 나올때라 물고뜯고 놀이를 좋아합니다.경계하고 짖기도하며 따르는 사람은 얼굴을 핥고 좋아해요.",http://www.angel.or.kr/report/dog/upImg/1555737562_1608064360.jpg
2510,포메라니언 , 수컷 , 7살 , 이름(누리),2019-04-18,전라남도 나주시 나주시빛가람동 코다리소풍식당,황색 포메라이앤 사람을 잘따름 코와 귀가 짧은편임 똑똑함 말을 잘 알아들음 털이 긴상태이고 주황색목줄을하고 있음,http://www.angel.or.kr/report/dog/upImg/1555705962_274318451.jpg
2511,믹스견(진돗개+발바리) , 수컷 , 8살 , 이름(곰돌이),2019-04-19,인천광역시 서구 인천광역시 서구 경서근린공원 부근,"흰색의 살짝은 골드빛을 띄며 단모종 자세히 보면 이마에 흰줄이 세로로 나있고, 코중간부분이 맨들맨들함 왼쪽다리수술로 인해 털사이로 흉터가 보임 중성화수술은 마친상태",http://www.angel.or.kr/report/dog/upImg/1555679558_1818173902.jpg
2512,토이 푸들 , 수컷 , 13살 , 이름(꼬봉이),2019-04-18,대전광역시 중구 대전광역시 중구 중촌동 부근,마른편이고 발을 만지는 것을 싫어합니다. 성격은 굉장히 소심합니다.,http://www.angel.or.kr/report/dog/upImg/1555588112_1113846146.jpg
2513,이탈리언 그레이하운드 , 암컷 , 5살 , 이름(세나),2019-04-18,서울특별시 강남구 자곡사거리 더샾라르고 오피스텔 횡단보도 부근 저녁8시경,"몸무게 4kg, 날씬하고 마른체형 / 털이 아주 짧아 추위를 많이 탐 / 색: 갈색 단색 / 겁이 많고 사슴 또는 고라니처럼 보이며, 실종된 날 차에 스쳤다고 하니 절뚝거릴 가능성이 있습니다.",http://www.angel.or.kr/report/dog/upImg/1555574994_940944562.jpg
2514,토이 푸들 , 수컷 , 2살 , 이름(호두),2019-04-17,강원도 양양군 앙양군 소금재길(자택) 인근,흰색털에 입과 발을 많이 핥고 입과 발쪽이 갈색으로 변해있음. 사람을 잘 따릅니다,http://www.angel.or.kr/report/dog/upImg/1555467402_934770901.jpg
2515,믹스견 , 암컷 , 11살 , 이름(몬순이),2019-04-16,경상남도 남해군 남해군 고현면 갈화리 우리집,갈색 무늬 얼룩 발바리입니다. 현재 실명상태입니다.,http://www.angel.or.kr/report/dog/upImg/1555413764_1615454916.jpg
2516,치와와 , 암컷 , 1살 , 이름(크림이),2019-04-02,경기도 부천시 오정구 원종동 굴다리 부근,하얀색 누런색얼룩져있는털색이고 턱아래 자세히만져보시면 아주작은 뾰루지하나있구요 겁이많아서 사람을 경계하고나 피할수도있어요 몸이많이 작고 하체부분이 많이안좋아요,http://www.angel.or.kr/report/dog/upImg/1555393752_1162757757.jpg
2517,치와와 , 수컷 , 2살 , 이름(모찌),2019-04-11,경기도 시흥시 안산 신길동 한짬뽕 부근,한쪽 귀가 덜 서서 반정도 접혀있음 불안하면 빙글빙글 도는 버릇 있음 잘 짖거나 물지 않음 몸집이 매우 작고 중성화를 하지 않았음 강아지 기준으로 왼쪽 눈에 아주 작은 흰 좁쌀같은 상처가 있고 살짝 뿌염,http://www.angel.or.kr/report/dog/upImg/1555405959_680399186.jpg
2518,포메라니언 , 암컷 , 9살 , 이름(콩이),2019-04-13,인천광역시 계양구 작전동 작전교회.신다우빌라 부근,사람을 잘 따르고 따라갑니다 눈물자국이 있어요 앞발들고 발짓을 합니다 흰색에 등쪽은 약간 갈색이있어요,http://www.angel.or.kr/report/dog/upImg/1555341127_281317925.jpg
2519,믹스견 , 수컷 , 3살 , 이름(곰),2019-03-18,경상북도 구미시 구미시 해평면 낙산리 1219 부근,"검은색에 가슴 입주변에 흰색털조금있음 어깨부분에 회색털 실종되었을때 회색옷을 입고 사라졌음 버박진득기 목걸이에 이름, 연락처 인식표있음",http://www.angel.or.kr/report/dog/upImg/1555660933_694333367.jpg
2520,말티즈 , 암컷 , 1살 , 이름(감자),2019-04-06,"전라남도 순천시 남정동 남산6길, 순천성남초등학교 부근","작고 사람을 잘따름, 장난기가 많음, 털이 좀 엉켜있음",http://www.angel.or.kr/report/dog/upImg/1555248379_789285624.jpg
2521,시 츄 , 암컷 , 10살 , 이름(비비아나),2019-04-13,서울특별시 성동구 상왕십리역 도산고등학교,미용한지 얼마안되어서 털이짧습니다 잘 짖지않고 사람을 잘 따릅니다,http://www.angel.or.kr/report/dog/upImg/1555220170_259927221.jpg
2522,말티즈 , 수컷 , 7살 , 이름(이루),2019-04-14,서울특별시 양천구 신정3동 365마트부근,양쪽 귀랑 발목에 오렌지색염색,http://www.angel.or.kr/report/dog/upImg/1555177101_646792537.jpg
2523,삽살개 , 암컷 , 1살 , 이름(나나),2019-03-27,경기도 여주시 여주시 능서면 용은리 산 부근,목줄이 묶인체로 실종됨 / 비글과 함께 실종 몸이 작음,http://www.angel.or.kr/report/dog/upImg/1555143804_1179284917.jpg
2524,비글 , 암컷 , 7살 , 이름(방글이),2019-03-27,경기도 여주시 능서면 용은리 산 부근,통통함 목줄이 묶인체로 실종됨,http://www.angel.or.kr/report/dog/upImg/1555124976_1483964078.jpg
2525,믹스견(치와와 믹스견(잡종)) , 암컷 , 2살 , 이름(논현이),2019-04-09,강원도 정선군 정선마을안,검정색 몸에 발과꼬리끝은 하얀색 이고 점박이로 되어있습니다. 최근 털을 싹 밀었으며 크기는 소형으로 30cm 정도 됩니다. (중성화했어요) 겁이 많은아이라 도망다닐수도 있어요 논현아 그러면 가던길 멈추고 뒤돌아 쳐다본답니다. 제발 저의 소중한 가족을 찾을수 있도록 도와주세요,http://www.angel.or.kr/report/dog/upImg/1555052375_56096077.jpg
2526,요크셔 테리어 , 암컷 , 10살 , 이름(금요키),2019-04-10,경기도 시흥시 포동 태산아파트 단지,"아랫배에 손가락한마디만한 혹이 있음 꼬리가 긴편임 인식표없음, 경계심 없고 사람을 잘 따름",http://www.angel.or.kr/report/dog/upImg/1554998688_1112099829.jpg
2527,"믹스견(허스키, 진돗개 믹스견) ", 암컷 , 1살 , 이름(오구),2019-04-09,전라남도 순천시 별량면 이미마을,몸매는 진돗개인데 무늬는 허스키입니다. 한쪽눈은 파란색 한쪽눈은 갈색눈으로 오드아이입니다. 중형견과 대형견 사이의 크기입니다 제발 찾을수 있게 도와주세요 실종 당시 빨간목줄하고있었습니다.,http://www.angel.or.kr/report/dog/upImg/1554958875_2106484397.jpg
2528,믹스견(스피치와 코카 혼혈) , 수컷 , 1살 , 이름(콩이),2019-03-30,경기도 광주시 탄벌동 Q모텔 부근,검은색 털에 가슴부근부터 배부근 까지 흰털이 있음,http://www.angel.or.kr/report/dog/upImg/1554909821_1692500178.jpg
2529,요크셔 테리어 , 수컷 , 2살 , 이름(똘이),2019-04-10,경기도 구리시 구리시. 수택동원수택로. 46-1.. 2층집에서 나감. 일화제약 밑쪽. 근처,앞머리가 길어서 눈까지 덮엇읍니다. 털색은 은빛이고. 체격은 날씬하고. 분홍색 민소매 티셔츠를 입고잇읍니다. 사람을 너무 잘 따르고. 모르는사람도 아주. 잘따릅니다,http://www.angel.or.kr/report/dog/upImg/1554908215_590489357.jpg
2530,진돗개 , 수컷 , 3살 , 이름(금복은복),2019-04-06,경기도 가평군 가평군 설악면 신천리 718-1,"금복이는 털이길고 약간누른빛.귀속은 진한누른색,쌍꺼풀이있으며 왼쪽 앞다리를 다쳐서 절뚝거리며22키로정도됩니다. 은복이는 몸전체흰색,귀속은누른색,쌍꺼풀이있고 18키로정도되며 금복이와 형제이며 둘다 빨간하네스 가슴줄을 착용하고있습니다.",http://www.angel.or.kr/report/dog/upImg/1554879319_676506782.jpg
2531,말티즈 , 암컷 , 13살 , 이름(봄),2019-04-06,서울특별시 송파구 헬리오시티옆 탄천 뚝방길,코가 갈색 유방절제술로 한쪽줄 젖꼭지가 모두없음.목에 목줄착용중,http://www.angel.or.kr/report/dog/upImg/1554881307_271100611.jpg
2532,래브라도 리트리버 , 수컷 , 1살 , 이름(복길이),2019-03-17,경기도 화성시 향남읍 화리현리,이름 :복길이 래브라도 리트리버 수컷 (중성화X) 1살 /몸무게 약 30KG / 검정색 날짜 : 2019-03-16~17 사이 장소 : 경기도 화성시 향남읍 화리현리 인근 특징 : 목에 이름과 전화번호가 적힌 메달 착용중 / 양 다리 종아리 윗 부분에 흉터가 있음 연락처 : ***-****-**** / ***-****-**** 기타 : 사람을 보면 달려와서 안기거나 냄새를 맡음 / 사람을 잘 따름 / 자동차에 대한 겁이 없음,http://www.angel.or.kr/report/dog/upImg/1554827237_895514898.jpg
2533,말티즈 , 수컷 , 1살미만 , 이름(해삐),2019-04-09,인천광역시 연수구 인천시 연수구 연수도서관 맞으편 공원,빨간다이소티셔츠를 착용하고 털이 손질은 되어있지 않음 눈이 털로 가려져 있음,http://www.angel.or.kr/report/dog/upImg/1554819021_1497465990.jpg
2534,요크셔 테리어 , 암컷 , 8살 , 이름(해피),2019-04-07,경기도 가평군 묵안리 다일공동체마을근처,아주작고 털을짧게 밀었습니다 얼굴과다리는 갈색이고 등은 검정색입니다,
2535,믹스견 , 수컷 , 3살 , 이름(깐돌이),2019-04-03,경기도 화성시 양감면 사창리 만경 중국집 근처,4키로 갈색 믹스견 순하고 사람을 잘 따름. 똑똑함,http://www.angel.or.kr/report/dog/upImg/1554819942_675895683.jpg
2536,제퍼니즈 스피츠 , 수컷 , 5살 , 이름(몽몽이),2019-04-08,"서울특별시 구로구 궁동 종합사회복지관, 서울공연예고, 궁동터널 부근",* 중성화 했음 * 털이 무척 풍성한 상태 * 꼬리가 말려있음 * 부분 부분 갈색 털이 있음,http://www.angel.or.kr/report/dog/upImg/1554742498_1551023535.jpg
2537,말티즈 , 수컷 , 6살 , 이름(뽀삐),2019-04-08,"서울특별시 구로구 궁동 종합사회복지관, 서울공연예고, 궁동터널 부근",* 중성화 함 * 미용한지 한 달미만 * 털이 곱슬거림 * 허리가 김,http://www.angel.or.kr/report/dog/upImg/1554742435_1993489463.jpg
2538,토이 푸들 , 암컷 , 2살 , 이름(달래),2019-04-02,경기도 양주시 덕계동 삼희아파트 부근이었으나 서울우유부근으로 뛰어서 도망,푸들 .암컷 .2살 3키로정도 작은체구 . 중성화 수술로 인한 배 상처.실밥나와있음 .칩 없고. 옷입고있지 않은상태. 꼬리가긴편(단미하지 않음) 낯가림심함,http://www.angel.or.kr/report/dog/upImg/1554782204_1740059265.jpg
2539,믹스견 , 암컷 , 4살 , 이름(마루),2019-04-06,서울특별시 용산구 이태원동 이태원 공원 놀이터,"전체적으로 하얀색 털, 중형견 사이즈의 믹스견, 귀와 어꺠부위에 커피우유색 반점이 있습니다. 겁이 많고 소심하며 사람이 다가가면 많이 경계하고 도망을 갑니다.",http://www.angel.or.kr/report/dog/upImg/1554697203_973955710.jpg
2540,기타견종(스피츠) , 암컷 , 4살 , 이름(쿠마),2019-04-07,대구광역시 동구 이시아폴리스 2차 아파트 건너편 이시아시티 상가앞,"실종당시 민트색 줄무늬 옷을 입고 있었으며, 미용이 되어있는 상태. 쿠마라고 이름을 부르면 알아들음.",http://www.angel.or.kr/report/dog/upImg/1554696358_1821938518.jpg
2541,믹스견(믹스견(폼피츠로 추정)) , 수컷 , 1살미만 , 이름(핫도그),2019-04-05,경기도 포천시 군내면 유교리 285-3번지 근처,한 쪽 발에 피부병 같은 흔적 (검은딱지 같은것이 붙어있음) 사람을 잘 따르는 편 눈물이 많음,http://www.angel.or.kr/report/dog/upImg/1554692501_2083770200.jpg
2542,불독 , 암컷 , 16살 , 이름(도롱이),2019-04-06,"경상북도 의성군 의성군 금성면 대리리, 탑리 인근","귀에 약간 긁힌듯한 상처가 있습니다. 검은색 몸줄을 하고 있습니다. 사람을 아주 좋아하는데, 겁이 많아서 차량이나 큰소리에 자주 놀라서 도망칩니다.",http://www.angel.or.kr/report/dog/upImg/1554687769_76030885.jpg
2543,잉글리시 세터 , 암컷 , 3살 , 이름(아리),2018-06-04,충청북도 진천군 광혜원고등학교 인근,흰 바탕에 갈색 점박이며. 양쪽 귀는 갈색. 왼쪽 눈쪽만 갈색입니다. 단미가 좀 길게 돼있는 편 입니다. 주황색 목걸이에 녹색와이어 줄이 묶인 채로 다닐겁니다.,http://www.angel.or.kr/report/dog/upImg/1554641327_152940165.jpg
2544,진돗개 , 암컷 , 2살 , 이름(진순이),2019-04-05,강원도 속초시 원암리부근,목줄이 두줄끈으로 묶여있어요,
2545,요크셔 테리어 , 암컷 , 3살 , 이름(제니),2019-04-06,경기도 성남시 중원구 성남 진로마트 앞,"꼬리가 짧고, 까만색과 갈색이 섞여있어요",http://www.angel.or.kr/report/dog/upImg/1554547643_165154397.jpg
2546,미니어처 푸들 , 수컷 , 5살 , 이름(환이),2019-01-01,경상북도 문경시 석항2리 제2보건소앞,잠복고환이며 꼬리는 짜르지 않은 상태입니다.,http://www.angel.or.kr/report/dog/upImg/1554541809_632194910.jpg
2547,말티즈 , 수컷 , 2살 , 이름(뚜비),2019-04-03,경기도 수원시 권선구 입북동 600번지 하우스근처,2살이고 중성화가 되어있습니다 한쪽 입이 올라가 있고 오른쪽 이빨이 부러져 있습니다. 목과 몸이 길고 사람을 잘 따릅니다. 내장칩 되어있습니다.,http://www.angel.or.kr/report/dog/upImg/1554525733_490776888.jpg
2548,삽살개 , 암컷 , 5살 , 이름(삽순이),2019-04-04,강원도 고성군 고성군 죽왕면 송지호 주차장,털이 길고 황색에 검은털이 조금섞임 꼬리가 위로 말려있음 빗질이 잘 않되서 다리안쪽 뭉친털이 많음,
2549,진돗개 , 암컷 , 7살 , 이름(울이),2019-04-04,강원도 철원군 갈말읍,"코 끝 붉음, 쌍커풀, 유선 큼",http://www.angel.or.kr/report/dog/upImg/1554479407_463613936.jpg
2550,미니어처 푸들 , 암컷 , 3살 , 이름(가을),2018-04-05,경기도 수원시 권선구 탑동,뒤쪽 발가라6개입니다. 1주전 미용해서 털이 없습니다,http://www.angel.or.kr/report/dog/upImg/1554525255_640150249.jpg
2551,진돗개 , 수컷 , 6살 , 이름(백돌이),2019-03-16,인천광역시 강화군 송해면 하도리 하도저수지 부근,코가 약간 벗겨져 핑크빛이 돌고 진돗개 숫컷치고 뒷다리가 짧고 앞다리 또한 근육이 많아 통통한 믹스견처럼 보임. 백구이나 귀끝에 누런색이 섞였고 다른 개에게 물린적이 있어 가슴에 일부 털이 빠져있음.,http://www.angel.or.kr/report/dog/upImg/1554433233_1720334802.jpg
2552,토이 푸들 , 암컷 , 1살 , 이름(꼬맹이),2019-04-03,경기도 안산시 단원구 와동체육공원 또는 와동체육관의 신촌운동장,"중성화를 마친 암컷 / 털은 연한 갈색,크림색 털이 짧고 귀털이 좀 긴 편 훈련(손,코,앉아 등)다 되있음 소심해서 다가가면 도망갈 수 있음",http://www.angel.or.kr/report/dog/upImg/1554301410_162724925.jpg
2553,치와와 , 암컷 , 1살 , 이름(크림이),2019-04-02,경기도 부천시 오정구 고강동 강남할인마트부근,이름은 크림이 털색은 하얀색 누런색얼룩져있습니다 사람을무서워하고 겁이많아요 경계하거나 피할라고할수도있어요 숨어있을확률도큽니다 자세히보시면 다리에털이덜난부분이있습니다 제발 찾아주세요,http://www.angel.or.kr/report/dog/upImg/1554295947_1472149637.jpg
2554,토이 푸들 , 암컷 , 2살 , 이름(달래),2019-04-02,경기도 양주시 덕계동 삼희아파트 뒤쪽 산,"최근에 중성화 수술을 해서 배에 실밥이 남아있음. 큰 눈 , 쳐진 눈. 쳐진 귀 작은 체구. 갈색과 크림 사이 색. 입(머즐) 털이 미용 되어 있음. 꼬리 단미를 하지 않음.(긴꼬리) 코가 핑크빛",http://www.angel.or.kr/report/dog/upImg/1554284727_683539152.jpg
